,X1,X2,y
214,-0.21524626345586628,-0.34138665368522625,1
216,0.09690922898376342,-0.1378346973651713,0
218,0.4130856824796315,-0.07386229380574816,1
219,-0.45371095868015054,-0.0020386349081946697,1
220,-0.1761684121056879,0.005734251328099793,0
221,-0.3209272496809781,0.005411400840820368,1
222,0.15126642949996394,-0.40406047006867496,1
224,-0.14680168620692124,0.244834198664999,1
225,0.3125784544174942,-0.16814201251524585,1
226,0.23439268687716874,0.21737580809917467,1
227,0.004280195063086523,0.0364773100650313,0
228,-0.19983237812311216,-0.2916344854223647,1
229,0.013213024158741815,-0.4258347226348548,1
230,0.31665834185801045,0.09913582211193095,1
231,0.15862648269880275,0.31312262696197946,1
232,-0.37157360859361876,0.05188009982168884,1
233,0.04140265683297817,0.41381671006736387,1
235,0.2650782619992198,0.09530939256309923,1
236,-0.4153333523013849,-0.01695113983223917,1
238,0.03473332670269058,0.04636252210814462,0
240,0.24826991325823955,-0.2756138835270219,1
241,-0.3841968308894118,0.2326423169485996,1
243,0.09830167774437126,-0.380775944029469,1
244,-0.380602826247293,0.024131537119373214,1
245,0.0563484051260662,0.09864312758573346,0
246,0.08198690569764244,-0.4459801905950078,1
248,-0.08100879833566621,0.4383837114907758,1
250,0.1608156236610374,-0.013522169802629436,0
251,0.08430887708716828,-0.23700958222306656,1
252,0.36429736521172496,0.16095573708854927,1
253,0.09633567236211804,0.44788055208299227,1
255,-0.16826389399268038,-0.2084571718505156,1
257,0.2847023923207257,0.19133729933509835,1
259,-0.005212405857727531,0.4764734656712144,1
261,-0.28959190864734585,0.2796406090852338,1
262,0.4354197527876231,0.12799016238848904,1
263,0.36132706869796216,0.24657035575485564,1
264,-0.4931488627195002,-0.0757673067560215,1
265,-0.436525889377379,-0.16901842932243438,1
268,-0.16286545486349624,-0.36241186499724,1
269,-0.06959546924207083,-0.19814795486885606,0
270,-0.18184349157587598,0.40017568649134394,1
271,-0.14736006170694937,0.30224084238195104,1
272,-0.3333662256659603,-0.36453240180948365,1
274,0.26421815252032965,-0.33593242987573857,1
275,0.16487255475890206,0.41671560259373575,1
276,-0.3909850609966449,-0.07681017979453841,1
277,0.28955515331513326,0.07684024664265443,1
278,-0.17829482975194766,-0.08235734936496208,0
279,0.1649203999080352,-0.20497620516723325,1
280,0.0011511596633619892,0.4645185680946057,1
281,0.04754462279937932,-0.2559720591755543,1
282,0.12819345542418614,0.2401696128383477,1
283,-0.03689568786655273,0.09521541286180202,0
284,-0.024401676481832113,-0.40625604660870773,1
285,-0.000247674551998478,0.05750568081048213,0
286,0.27473059855149184,0.2674611456833277,1
287,0.4155537120182685,0.17298634894089437,1
288,-0.0337788407885129,0.15197754115009188,0
289,0.280943568236647,-0.40110909289645247,1
290,-0.2437200925335079,-0.018967820440278227,0
292,-0.17349543448861426,0.26980430898782914,1
294,0.1224699720516329,0.05039204100479022,0
295,0.3007832826196344,0.1833156023632675,1
296,-0.06657342827938317,-0.1611157950284572,0
297,-0.21379622880136495,0.26955500985687086,1
298,0.004694254044431245,-0.07067536712032552,0
299,-0.07999526455783934,-0.48407554388191354,1
300,-0.2569975773823042,-0.26958393182361207,1
302,-0.3613135330745706,0.23070200314825473,1
303,0.11879628501587991,-0.4265418821710435,1
304,0.3458280745462574,-0.008643239391226354,1
306,0.12158675379236739,-0.036735864880681146,0
308,0.26235199565579115,-0.05119126535942908,1
310,0.1727840325216775,-0.05904615276101122,0
312,0.01552965999634337,-0.24878898623478418,0
313,0.14077729708424525,-0.09458405196092934,0
315,-0.3688105112768134,-0.016144052018915778,1
317,0.30842199845419227,-0.14903175141389557,1
319,-0.05222813519093361,-0.4872668229568031,1
320,-0.1513456190149226,-0.42597872052302055,1
322,0.07766189743031804,0.3532700503051692,1
323,0.2875244357458475,-0.1321841957053016,1
324,0.2714974355384454,0.18044386728370043,1
325,-0.025616522025917465,0.4804545361205289,1
326,-0.159510395931317,-0.19595880546930267,1
327,0.06229816790028697,-0.29212086851958874,1
328,0.09074138844852142,-0.004646406643262657,0
329,0.08977723568995433,0.3508595731291182,1
330,-0.33669330810788045,0.2667534638393363,1
331,-0.06532803052704583,0.1591775951388521,0
332,-0.02079129797187229,0.2918137479063668,1
333,0.4903040204886022,0.013463846872460383,1
334,-0.19414393429760612,0.06013541830035596,0
336,-0.3729506688618359,0.24286682109518998,1
337,-0.09552249740088947,0.29780591907607434,1
338,-0.1350480926363693,0.431938115146282,1
339,0.09309068210440319,0.22783593983453376,0
341,-0.08424605939192986,-0.3984047093866494,1
342,0.12980124984122754,0.1430539810600241,0
343,-0.32422142496863826,-0.18758969242165502,1
344,-0.1923940818440345,0.22428157151542583,1
345,0.04660634115833506,-0.17813658417262368,0
346,-0.14554416010620685,-0.21987637069635146,1
347,-0.20037487702932444,-0.4239487121593023,1
348,0.1919503753125249,0.40088161582992254,1
349,-0.14425427503559307,0.4261034736337347,1
350,-0.07559253268878752,-0.30120965182884274,1
351,-0.29910321961284414,-0.08434754262600153,1
352,-0.04377860573397352,0.3141497969294951,1
353,0.46876135840100275,-0.11018210471265633,1
354,0.1216495770014,0.3843481422406053,1
355,-0.043029148222673674,0.4757640971546706,1
356,-0.11332067261002265,-0.2827277086518202,1
359,0.30819611049325746,-0.05285458648074337,1
360,0.07611382761729002,-0.4667553427851284,1
361,0.17102297460320615,0.16703179385955869,0
363,0.4791608175827553,0.022712239714796856,1
364,0.20050736611803066,-0.3300769017981433,1
365,0.188822125529734,-0.4011160374401279,1
366,-0.3326620484650856,-0.34213647859632035,1
367,0.45779792174339196,-0.06393992254256486,1
368,0.13606675600750773,-0.19223680025842294,0
369,0.25310627915551176,0.07088821228492204,1
370,0.03985118605284754,0.23080766756279902,0
372,0.4426349352085862,-0.04176283093934585,1
373,0.23178025670937763,0.16444239157837726,1
375,0.3768977887242704,-0.2914006460619819,1
376,-0.17361149457743563,0.4104860684966448,1
377,0.0330726116589265,-0.22835821598924821,0
378,0.37805260734368407,-0.26611472868352193,1
379,0.07914675307780383,-0.2695698299987085,1
380,-0.41367269955333175,0.15447097702426016,1
381,0.009919940718764675,0.3712147609642016,1
383,-0.012671819570232778,-0.22610100102907793,0
384,0.022340970690136963,0.45482631424949016,1
385,0.05142443095026816,0.4068652191597836,1
386,-0.22533284884343818,-0.10408749525954475,0
387,0.020095435657493943,0.06406940312585174,0
391,-0.3365342532622523,-0.36301694496433634,1
392,0.2607458039872479,-0.1957016331793151,1
393,0.21611351306116044,0.13643459209683928,1
394,-0.3428911895275436,-0.00416805798557196,1
395,-0.23469255575876868,-0.3608455993748567,1
398,0.4750270914221093,-0.14703833525973908,1
399,0.2621753790527448,-0.03786594614528249,1
401,-0.24686681518705145,0.14711088496866787,1
403,-0.45942388073980656,-0.04956557641524528,1
406,-0.1761210696779244,0.2755923618370645,1
407,0.1712948524489153,-0.2856091046171104,1
408,-0.12779926124627283,0.11611117148451955,0
410,0.4775172274710854,-0.09109191800330452,1
411,0.24137907700439387,0.3879796587903708,1
412,-0.17197637605485072,-0.432279741190568,1
413,-0.22465835848836568,-0.3773696767590108,1
414,-0.4101120690828586,-0.2405452626674932,1
415,0.03485607227030585,-0.22886286235135755,0
416,0.0625755758555423,0.35002654512894527,1
417,-0.46000484924608087,-0.19113751804436308,1
418,0.18226516553798877,0.29354907747138403,1
419,0.002772798805195653,0.07048870703060184,0
420,0.05706298267637078,-0.1398969998094297,0
421,-0.20635624612276937,0.04071765982107867,0
422,-0.04759586735387755,-0.3359521830414556,1
423,0.3267937746997023,0.1665904148602374,1
425,-0.132670426522295,0.060282597581617026,0
426,0.17642849254449788,0.26816134018282334,1
427,0.098518413575577,-0.4266376152721669,1
428,0.15789793984408462,-0.312463589341061,1
429,0.2744671117639025,0.1592045275032633,1
431,-0.16154023201115353,-0.2510815586961145,1
432,0.35867038254466255,-0.13982338518114323,1
433,0.13896144137163258,-0.14360901291471584,0
435,-0.23071605487561941,-0.30896585232609186,1
438,-0.03952240601077062,-0.4401113130623807,1
439,-0.15393682542510811,0.10334759171754071,0
440,-0.427491931555927,-0.07801219949788607,1
441,-0.02451054121084073,0.39741874373228125,1
442,0.13617074143454322,0.3510703218990163,1
443,-0.15142989378991223,0.08740159968726036,0
444,-0.2512819343976903,-0.04150612107076135,1
445,0.22676033912651106,-0.1295320243723509,1
447,-0.3701833071752231,0.15818752743492548,1
448,0.05224828340981058,-0.456111775040701,1
449,0.2191565508057456,-0.16790869800606112,1
451,0.25105681261073687,-0.2950162965383135,1
452,-0.3067621059908452,0.30142692830999707,1
456,-0.021314899141973376,0.20377834453517985,0
457,-0.033028610619160625,-0.19598520402656483,0
458,0.05204618285964069,-0.1083633206310215,0
459,0.4815067914988076,-0.011582687012281156,1
460,0.04722471440536047,0.05799352130976432,0
461,-0.10811802803973347,0.1402189957070472,0
463,-0.011337484617753302,0.3216345246919309,1
464,0.11506005481288684,0.19101018015409932,0
465,-0.21097858774529898,0.25340204931508614,1
466,0.07407184858751403,0.4709693128679976,1
467,-0.10954227783071757,0.09826298170082148,0
468,0.14512930686506098,0.4109385243070435,1
470,0.18801010700527376,0.0678702756182391,0
471,-0.16836759499177834,-0.4207473402413935,1
472,-0.3262997695283688,-0.2466907455976861,1
473,0.200075715270692,-0.009555565251429088,0
475,0.060011584740500945,0.07720756950246666,0
476,-0.007074529415274422,-0.4460748301551074,1
479,-0.16666840656918058,-0.46729708553010385,1
481,0.3479892224548031,0.21017808408991456,1
483,0.20788343485115612,-0.2106572522940109,1
484,-0.033630267287208526,-0.05510016739564727,0
485,0.3016528416115476,0.26604889596885184,1
486,-0.3576332900474922,0.1262696128152273,1
487,-0.16132069259688242,-0.0095171954553257,0
489,-0.06625105971579348,0.011915763561601844,0
491,0.41137094095769866,0.1725892219757149,1
492,-0.4099900073583982,0.1515553287453688,1
493,0.2890547021774553,-0.24227678485740123,1
494,0.09206027706882824,0.4255107583475193,1
495,-0.14264244492669542,-0.14156260747474048,0
496,0.4577969708285524,0.14210376341600106,1
497,-0.029519244987503024,0.053592199974739296,0
499,-0.29057496254180093,0.2168276776424265,1
